Numero do Sujeito;1a. Doença;Idade 1a. Doença;Tempo 1a Doença;Sexo;UF Nascimento;UF;Formação;Atividade;Escolaridade;Estado Civil;Religião;Outro Idioma;Análise do Contexto;Autoconfiança;Autocontrole;Conquistar e Manter Pessoas;Empatia;Leitura Corporal;Otimismo com a Vida;Sentido da Vida
13541;Sequestro;18 - 30 anos;Meses;Feminino;SP;SP;Executiva de Contas (Comercial);Executiva de Contas (Comercial);Pós-Graduação;Solteiro;Evangélico;Sim;5,78;16,16;4,04;18,18;6,03;8,79;6,82;11,81
13542;Dependência química;31 - 49 anos;Mais de um ano;Masculino;PR;SP;MEDICO;ENDOSCOPISTA;Pós-Graduação;Casado;Evangélico;Sim;-2,26;4,04;3,03;8,08;14,07;-6,03;14,14;19,1
13543;Conflitos com a família. Como consequência, fiquei num nível de ansiedade grande.;18 - 30 anos;Mais de um ano;Feminino;AC;AC;;;Superior Completo;Solteiro;Católico;Não;3,02;-3,03;8,84;13,13;5,03;0,75;9,09;5,78
13544;Corte no pulso direito brincando;7 - 12 anos;Mais de um ano;Feminino;SP;SP;Psicologia;Coach;Pós-Graduação;Casado;Outro;Sim;-2,26;4,8;5,05;7,83;5,78;2,01;6,82;20,1
13545;Divórcio;31 - 49 anos;Mais de um ano;Feminino;SP;SP;Letras;Nao trabalho;Superior Completo;Divorciado;Evangélico;Não;1,76;-2,27;16,16;8,84;19,1;-9,05;5,81;4,77
13546;Abuso sexual;18 - 30 anos;Um ano;Feminino;RJ;RJ;Engenharia;Consultor;Pós-Graduação;Solteiro;Outro;Sim;6,03;6,06;19,19;7,83;7,79;10,05;6,82;13,07
13547;Depressão;18 - 30 anos;Meses;Masculino;SP;SP;Comunicação Social;Cineasta;Superior Completo;Solteiro;Outro;Sim;-3,27;7,07;0;-3,03;-5,03;0;-1,01;2,76
13548;Aborto;18 - 30 anos;Mais de um ano;Feminino;SP;SP;Psicologia;Educação;Pós-Graduação;Solteiro;Católico;Não;2,76;10,86;6,82;4,04;17,09;-1,26;18,18;8,79
13549;Bebedeira do meu pai que fez ele se envolver com prostitutas e gastar tudo o que não tinha;18 - 30 anos;Meses;Feminino;SP;SP;Ciências Contábeis;Auditoria Interna Banco Itaú;Superior Completo;Casado;Católico;Sim;1,76;-5,05;1,01;-7,07;-3,02;0;-2,02;4,77
13550;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;SE;Engenheiro;;Pós-Graduação;Casado;Católico;Sim;9,05;5,05;5,81;10,86;14,07;9,8;12,12;18,09
13551;Minha saída quando trabalhava no Yahoo, foi em uma situação de desentendimento com meu chefe à época e realmente ficou um clima muito chato que acho q;18 - 30 anos;Mais de um ano;Masculino;PE;SP;Administrador;Executivo de Vendas de Publicidade Online;Pós-Graduação;Casado;Outro;Sim;2,01;-9,09;-1,01;14,14;8,04;-7,04;-12,12;-7,04
13552;Doença grave;Até 6 anos;Mais de um ano;Masculino;AC;SP;Estudante;Estudante;Ensino Médio;Solteiro;Outro;Não;-4,02;11,11;-1,01;14,14;-5,03;2,01;1,77;4,02
13553;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;SP;;Auditor;Pós-Graduação;Casado;Evangélico;Não;3,02;1,01;7,07;5,05;2,76;4,02;1,76;-1,01
13554;Abuso sexual;7 - 12 anos;Meses;Masculino;SP;SP;Engenheiro de Telecom;Empresário - Ramo Automação;Superior Completo;Casado;Católico;Sim;6,78;18,18;6,82;2,78;-7,04;0;8,84;-2,01
13555;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;Gerente de Contas;Yahoo;Superior Completo;União Estável;Católico;Sim;0,75;2,78;1,77;3,03;0,75;0;1,77;7,79
13556;Cirurgia;31 - 49 anos;Mais de um ano;Masculino;SP;SP;Gestão empresarial;Coordenador de RH;Superior Completo;Casado;Católico;Não;8,04;9,09;8,84;9,09;7,79;1,01;7,83;0,75
13557;Câncer;31 - 49 anos;Meses;Feminino;DF;DF;Bacharel em ciências contábeis e direito;Servidora pública e Coach;Pós-Graduação;Divorciado;Evangélico;Não;-0,25;5,81;5,81;7,83;7,79;-1,26;14,14;7,04
13558;Câncer;31 - 49 anos;Meses;Masculino;SP;SP;Eng Mecânico;Gerente de Produto;Pós-Graduação;Casado;Evangélico;Sim;6,78;7,83;3,79;5,05;5,78;2,76;4,8;-4,02
13559;Separação;31 - 49 anos;Mais de um ano;Feminino;SP;SP;Técnica em Artes Gráfica;Supervisora de Qualidade;Pós-Graduação;Casado;Evangélico;Não;4,02;7,07;-2,02;0;-4,02;5,03;4,8;-1,01
13560;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;;Account Manager;Pós-Graduação;Solteiro;Católico;Sim;14,07;-6,06;-2,02;1,77;2,76;6,03;1,77;-4,02
13561;Sobrepeso - bulimia;13 - 17 anos;Mais de um ano;Feminino;SP;SP;Arquiteta;Arquiteta;Pós-Graduação;Casado;Católico;Não;9,05;4,8;5,81;10,1;4,77;7,79;9,85;8,79
13562;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;marketing;empresaria;Pós-Graduação;Casado;Evangélico;Sim;2,76;1,01;-3,03;-2,02;2,01;1,01;2,02;-0,25
13563;Cai de bicicleta na rua da Consolação em 2015;18 - 30 anos;Semanas;Feminino;SP;SP;arquiteta;Perkins + Will Arquitetura;Superior Completo;Solteiro;Outro;Sim;5,03;-3,03;10,1;8,84;14,07;7,04;0;-9,05
13564;Assalto;13 - 17 anos;Meses;Masculino;SP;SP;Adm Empresas;analista de Carteiras;Superior Completo;Casado;Evangélico;Não;4,02;3,03;1,01;5,05;5,03;4,77;6,82;4,77
13565;Morte;31 - 49 anos;Mais de um ano;Masculino;SP;SP;contador;empresario construção civil (pintura);Superior Completo;Casado;Evangélico;Sim;0,75;2,02;2,02;9,09;1,01;1,01;1,01;0
13566;quebrei o braço;7 - 12 anos;Meses;Masculino;SP;AC;;;1ª a 4ª série;Solteiro;Outro;Não;-2,26;-1,26;3,03;0,76;1,01;6,03;3,79;1,01
13567;separacao de um sócio;31 - 49 anos;Mais de um ano;Masculino;SP;SP;CONTADOR;EMPRESARIO;Superior Completo;Casado;Evangélico;Sim;8,04;17,17;9,85;12,12;10,8;7,79;18,18;19,1
13568;Câncer;18 - 30 anos;Mais de um ano;Masculino;SP;SP;Designer;Designer/Diretor de Arte;Pós-Graduação;Solteiro;Evangélico;Sim;5,78;-3,28;15,15;7,07;14,07;4,02;-2,02;-1,01
13569;Divórcio;31 - 49 anos;Meses;Masculino;BA;SP;Economia;Dir Estratégia e Supply Chain;1ª a 4ª série;Casado;Evangélico;Sim;1,76;5,05;5,81;1,77;2,76;0;0,76;4,77
13570;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;SP;Administrador;;Superior Completo;Casado;Outro;Não;6,03;3,79;4,8;8,08;5,78;3,77;4,04;7,79
13571;Ictiose;Até 6 anos;Mais de um ano;Feminino;MG;SP;Psicóloga;Psicotécnico;Superior Completo;Casado;Evangélico;Não;8,04;0;5,81;2,78;6,03;3,02;1,01;-2,01
13572;Doença grave;18 - 30 anos;Mais de um ano;Masculino;PR;SP;Psicologo;Avaliação Psicologica;Superior Completo;Casado;Evangélico;Não;-1,01;0,76;2,78;10,1;4,02;-5,03;9,09;14,07
13573;Morte;31 - 49 anos;Mais de um ano;Feminino;SP;SP;Odontologia;;Pós-Graduação;Casado;Evangélico;Sim;1,76;0;4,8;2,02;4,77;0;-5,05;-6,03
13574;Meu filho tentou suicidio mais de uma vez. Ele se corta, usuário de droga e bebida, depressivo, gay, bulêmico.;31 - 49 anos;Mais de um ano;Masculino;SP;SP;Publicitário;;Superior Completo;Casado;Evangélico;Não;8,04;6,82;17,17;4,8;8,79;0,75;3,79;0
13575;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;Psicologia;Analista de Recursos Humanos;Superior Completo;Solteiro;Católico;Não;10,05;2,78;10,86;5,81;14,07;2,01;3,79;3,77
13576;Depressão;18 - 30 anos;Mais de um ano;Feminino;SP;SP;Psicologa;Analista de RH;Superior Completo;Solteiro;Católico;Não;-1,26;5,81;2,78;-0,25;0,75;1,76;4,8;5,78
13577;Síndrome do Pânico;31 - 49 anos;Mais de um ano;Feminino;SP;SP;Psicologa;Psicologa/Coach;Pós-Graduação;Divorciado;Católico;Não;5,03;5,81;4,8;8,08;4,77;1,76;7,83;14,07
13578;Morte;7 - 12 anos;Mais de um ano;Feminino;SP;SP;Psicolgia;Coaching;Pós-Graduação;Solteiro;Católico;Sim;3,77;4,8;4,8;6,82;12,06;3,02;4,8;15,08
13579;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;Psicologa;Analista de RH;Pós-Graduação;Casado;Católico;Não;2,76;-4,04;3,79;-5,05;-3,02;0;-1,26;-0,25
13580;Acidente;31 - 49 anos;Meses;Feminino;SP;SP;Advogada;Adm e Financeiro;Superior Completo;Casado;Evangélico;Sim;1,76;9,09;-2,02;4,8;10,05;6,78;-7,07;-12,06
13581;Alergia sem diagnostico;31 - 49 anos;Mais de um ano;Feminino;SP;SP;Administracao;Vendas;Pós-Graduação;Casado;Católico;Não;3,02;1,01;0,76;8,08;4,02;-2,01;4,8;1,01
13582;Doença grave;31 - 49 anos;Mais de um ano;Feminino;SP;SP;Farmaceutica;Diretor comercial;Superior Completo;Casado;Evangélico;Sim;5,78;2,78;6,82;3,79;2,01;4,02;-4,04;-8,04
13583;Violência doméstica;Até 6 anos;Mais de um ano;Masculino;SP;SP;;Visitador contábil;Superior Incompleto;Solteiro;Evangélico;Não;9,05;10,1;17,17;6,06;16,08;12,06;15,15;5,78
13584;Zoeira no cursinho;13 - 17 anos;Meses;Masculino;SP;SP;finanças;;Pós-Graduação;Casado;Evangélico;Sim;17,09;13,13;14,14;0,76;1,76;11,06;15,15;8,79
13585;Já tive meningite e fiquei internado 3 semanas.;31 - 49 anos;Semanas;Masculino;SP;SP;Adminstração de Empresas;Relações com Investidores;Pós-Graduação;Casado;Católico;Sim;5,03;-3,03;7,83;1,01;7,04;-4,02;-2,02;-6,03
13586;Brigas familiares;Até 6 anos;Mais de um ano;Masculino;MG;SP;Odontologia;Cirurgião-Dentista;Pós-Graduação;Solteiro;Outro;Sim;3,02;1,01;5,05;1,01;7,04;6,03;7,07;6,78
13630;Outras doenças;;Mais de um ano;Masculino;SP;SP;testador de quest;testeiro;1ª a 4ª série;Casado;Católico;Sim;-2,01;-0,25;-2,02;-4,04;2,76;-6,28;8,08;4,02
14106;Acidente;18 - 30 anos;Meses;Feminino;PR;SC;Especialista de TI;Governança de TI;Pós-Graduação;Casado;Católico;Sim;13,07;5,81;3,79;6,82;9,8;3,02;16,16;1,01
14107;Cirurgia;18 - 30 anos;Semanas;Feminino;SC;SC;Administração com Hab. Comercio Exterior;Especialista Planejamento de Vendas;Superior Completo;Casado;Católico;Sim;6,03;2,78;5,81;7,07;7,79;6,78;4,8;4,77
14110;Outras doenças;18 - 30 anos;Alguns dias;Feminino;SP;SC;Adm em Neg Internacionais;Especialista de Suprimetos;Pós-Graduação;Casado;Católico;Sim;4,77;16,16;2,78;9,85;5,03;0;16,16;10,8
14111;Divórcio;13 - 17 anos;Mais de um ano;Feminino;SC;SC;Advogada;Advogada;Pós-Graduação;Solteiro;Outro;Sim;7,04;3,79;5,81;0;5,78;13,07;0,76;4,02
14114;Acidente;18 - 30 anos;Alguns dias;Masculino;SC;SC;Metalúrgico;coord. Desenvolvimento de Produto e Qualidade;Superior Completo;Casado;Católico;Não;7,04;10,1;20,2;14,14;16,08;15,08;20,2;19,1
14115;Doença grave;31 - 49 anos;Meses;Feminino;SC;SC;Engº de Fundição;Especialista;Superior Completo;Casado;Católico;Sim;8,79;11,11;9,85;18,18;3,77;-0,25;6,82;4,77
14118;Outras doenças;31 - 49 anos;Mais de um ano;Masculino;SC;SC;Engenheiro Mecânico;Especialista em projetos e montagens;Pós-Graduação;Casado;Católico;Sim;3,02;2,02;4,8;0;0,75;1,01;1,77;14,07
14119;Outras doenças;18 - 30 anos;Mais de um ano;Feminino;SC;SC;física, eng de produção e esp. seg do trabalh;especialista em segurança do trabalho;Pós-Graduação;Solteiro;Outro;Sim;10,05;7,07;17,17;10,1;7,79;18,09;7,83;8,79
14121;Câncer;31 - 49 anos;Semanas;Feminino;SC;SC;Especialidade Marketing, Comunicaçao e Negóci;Especialista de Adm.Vendas;Pós-Graduação;Casado;Católico;Sim;6,03;1,77;6,82;3,79;4,77;2,76;1,77;7,79
14125;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;PR;SC;Engenharia;Especialista de processo;Pós-Graduação;Solteiro;Católico;Sim;4,02;2,02;9,85;6,82;3,02;1,76;-1,01;2,76
14126;Fim de relacionamento.;18 - 30 anos;Meses;Masculino;SC;SC;Administrador;Vendas Internacionais;Pós-Graduação;União Estável;Outro;Sim;9,05;13,13;2,78;2,78;4,77;13,07;5,81;-11,06
14128;Acidente;Até 6 anos;Meses;Masculino;SC;SC;Administrador de Empresas;Especialista de RH I;Superior Completo;Casado;Católico;Sim;3,77;17,17;20,2;11,87;18,09;5,78;7,83;5,78
14129;Mudança de local;18 - 30 anos;Um ano;Masculino;PR;SC;;;Superior Completo;Casado;Evangélico;Não;8,04;5,05;5,81;5,81;6,78;2,76;5,81;6,78
14132;Morte;18 - 30 anos;Mais de um ano;Masculino;SP;SP;Gestão Ambiental;Especialista de Meio Ambiente;Pós-Graduação;Casado;Católico;Sim;8,79;6,06;8,84;6,82;8,79;4,77;5,81;5,78
14134;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;Pos graduação;Especialista em logistica;Pós-Graduação;Casado;Católico;Não;7,04;10,86;7,83;6,06;8,04;6,78;17,17;6,78
14135;Cirurgia;18 - 30 anos;Meses;Masculino;SP;SP;DIREITO;TUPY SA;Pós-Graduação;Casado;Católico;Sim;8,79;15,15;10,86;12,88;10,8;17,09;19,19;20,1
14343;Morte;31 - 49 anos;Semanas;Feminino;DF;BA;Publicitária;Secretária de Cultura e Turismo;Pós-Graduação;Casado;Católico;Sim;3,77;4,8;4,8;6,82;6,78;0;4,8;4,77
14344;Acidente;31 - 49 anos;Mais de um ano;Feminino;PE;PI;Professora;Gerente;Superior Incompleto;Casado;Católico;Não;16,08;19,19;18,18;20,2;18,09;-8,04;20,2;20,1
14345;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;RJ;PI;;Proprietário de agência;Pós-Graduação;Casado;Católico;Sim;3,02;15,15;7,83;12,12;4,77;1,76;6,82;16,08
14346;Acidente;7 - 12 anos;Meses;Masculino;PI;PI;Economista especialista em Turismo;Turismo;Pós-Graduação;Casado;Outro;Sim;0;6,82;6,82;5,81;12,06;12,06;16,16;8,79
14347;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;PI;PI;Advogado;Agência de viagem;Superior Completo;União Estável;Católico;Sim;8,04;4,8;8,84;5,05;2,76;2,01;7,83;4,77
14348;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;PI;PI;;Sebrae;Superior Completo;Casado;Católico;Sim;7,04;20,2;18,18;17,17;9,05;17,09;16,16;17,09
14350;Acidente;18 - 30 anos;Semanas;Masculino;PI;PI;ADMINISTRAÇÃO DE EMPRESAS;ANALISTA TÉCNICO;Pós-Graduação;União Estável;Outro;Sim;8,04;9,85;18,18;7,83;8,79;6,78;16,16;9,8
14351;Nasci prematura;Até 6 anos;Um ano;Feminino;BA;BA;Terceiro Grau completo;Gerente Executiva;Superior Completo;Solteiro;Outro;Sim;4,77;5,81;9,85;10,86;8,79;11,81;7,83;7,79
14352;Outras doenças;Acima;Mais de um ano;Masculino;RJ;BA;Escultor;Empresário hoteleiro;Superior Completo;Casado;Outro;Sim;2,01;5,05;7,83;-5,05;0,75;5,03;16,16;12,06
14353;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;RJ;BA;Fotografo;Fotografo;Superior Incompleto;Solteiro;Católico;Sim;-2,26;4,8;1,01;5,81;4,02;3,02;5,81;17,09
14354;Doença grave;31 - 49 anos;Alguns dias;Feminino;PB;PE;Aministração de Empresas;Empresas de eventos;Superior Completo;Casado;Católico;Sim;9,05;9,85;20,2;9,85;17,09;2,01;18,18;13,07
14355;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;BA;BA;Professora;Proprietária de Pousada;Pós-Graduação;Casado;Católico;Sim;8,04;5,81;5,81;7,83;3,02;-2,01;3,79;15,08
14356;Morte;31 - 49 anos;Mais de um ano;Feminino;AL;PE;turimologa;;Superior Completo;Solteiro;Espírita;Sim;4,02;6,82;7,83;8,84;13,07;7,79;15,15;7,79
14357;Acidente;18 - 30 anos;Meses;Masculino;AC;AC;Biólogo;Gestor;Pós-Graduação;Casado;Outro;Sim;5,03;7,83;18,18;7,83;10,8;9,8;17,17;19,1
14358;Depressão;18 - 30 anos;Mais de um ano;Masculino;PI;PI;Administração;Diretor de Entidade Turística - Convention;Superior Completo;Casado;Católico;Sim;6,03;20,2;20,2;19,19;17,09;17,09;19,19;18,09
14359;Outras doenças;31 - 49 anos;Meses;Feminino;PI;PI;Pedagogia;Hotel;Superior Completo;Divorciado;Católico;Não;17,09;7,07;20,2;17,17;7,04;-8,04;17,17;2,01
14360;Outras doenças;31 - 49 anos;Meses;Feminino;PE;PE;Turismo;Gestor de Negócios;Pós-Graduação;Solteiro;Católico;Sim;3,02;5,05;7,83;5,81;6,78;5,03;9,85;8,04
14361;perder a casa própria, emprego e um casamento de 10 anos;18 - 30 anos;Mais de um ano;Masculino;PE;PE;Turismólogo;Turismólogo;Pós-Graduação;Solteiro;Outro;Sim;7,79;6,82;15,15;10,1;8,79;7,79;15,15;4,77
14362;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;PI;PI;Técnico em Conservação de Arte Rupestre;Guia de Turismo;Técnico;Casado;Católico;Sim;4,02;20,2;6,82;6,82;12,06;7,79;12,12;17,09
14363;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;PI;PI;História;IPHAN;Pós-Graduação;Solteiro;Outro;Não;1,01;10,86;19,19;11,11;9,05;-5,03;8,84;9,8
14364;separação;31 - 49 anos;Mais de um ano;Feminino;PE;PE;Psicologia;Rua Tabaiares, 360 Ilha do Retiro;Superior Completo;Solteiro;Evangélico;Não;-1,01;9,09;17,17;4,8;7,04;6,78;14,14;9,05
14365;Mudança de local;13 - 17 anos;Mais de um ano;Feminino;AC;PE;;;Superior Completo;Casado;Católico;Sim;6,03;14,14;7,83;13,13;15,08;5,78;2,78;-1,01
14744;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;RJ;RJ;Engenheiro;Professor;Pós-Graduação;Solteiro;Católico;Sim;7,04;12,12;15,15;6,82;17,09;6,78;18,18;16,08
14745;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;RJ;SC;Informática;Coodenador de Projetos;Pós-Graduação;Casado;Católico;Sim;6,03;17,17;12,12;9,85;15,08;-7,04;17,17;19,1
14746;Divórcio;31 - 49 anos;Mais de um ano;Feminino;RJ;RJ;Bacharel em Quimica;Consultora de Empresas;Pós-Graduação;Divorciado;Espírita;Sim;4,77;9,85;9,85;11,11;9,8;16,08;18,18;20,1
14747;Cirurgia;31 - 49 anos;Semanas;Masculino;RJ;ES;Direito;Advogado;Pós-Graduação;Casado;Católico;Sim;1,01;9,85;9,85;12,88;3,77;2,01;16,16;16,08
14748;Outras doenças;18 - 30 anos;Mais de um ano;Masculino;RJ;AC;Biologia;IBAMA;Superior Completo;União Estável;Outro;Sim;3,02;4,8;4,8;5,81;4,77;2,76;16,16;16,08
14749;Acidente;31 - 49 anos;Semanas;Masculino;RJ;RJ;ADMINISTRADOR;PROFESSOR UNIVERSITÁRIO E ANALISTA AMBIENTAL;Pós-Graduação;Casado;Outro;Sim;7,04;8,84;20,2;13,13;11,81;18,09;18,18;19,1
14750;Morte;Acima;Mais de um ano;Masculino;RJ;AC;Engenheiro;Bureau Verias;Pós-Graduação;Casado;Espírita;Sim;7,79;5,81;11,11;3,79;8,04;3,77;7,83;6,78
14751;Divórcio;13 - 17 anos;Mais de um ano;Feminino;RJ;RJ;oceanografa;consultora;Pós-Graduação;Solteiro;Espírita;Sim;2,76;-9,09;-10,1;-7,07;-3,02;-5,03;-11,11;-14,07
14752;sindrome de burnout;18 - 30 anos;Mais de um ano;Feminino;RJ;RJ;Advogada;Consultora;Pós-Graduação;Casado;Evangélico;Sim;5,03;11,11;11,87;19,19;19,1;-11,06;20,2;19,1
14753;Doença grave;31 - 49 anos;Meses;Masculino;RJ;RJ;Engenheiro;Militar;Superior Completo;Casado;Outro;Sim;5,03;0;-3,03;5,05;-7,29;-6,03;-6,06;-9,05
14754;Outras doenças;18 - 30 anos;Semanas;Masculino;MG;MG;empresário;professor universitário;Pós-Graduação;Casado;Espírita;Sim;0,75;7,83;7,83;5,81;6,78;5,78;9,85;8,79
14755;Aponsentadoria;Acima;Mais de um ano;Masculino;RJ;RJ;Engenheiro;Consultoria/Auditoria/Treinamento;Pós-Graduação;Casado;Católico;Sim;8,79;8,08;19,19;8,08;14,07;1,76;20,2;20,1
14756;Outras doenças;18 - 30 anos;Mais de um ano;Feminino;RJ;RJ;Secretaria executiva;Empresária;Pós-Graduação;Casado;Outro;Sim;2,01;13,13;3,79;6,82;5,78;-10,05;17,17;17,09
14757;Outras doenças;7 - 12 anos;Mais de um ano;Feminino;SP;SP;Engenharia de Automação;;Pós-Graduação;Casado;Católico;Não;7,79;12,12;6,82;10,86;15,08;14,07;19,19;11,81
14758;Aborto;31 - 49 anos;Mais de um ano;Feminino;RJ;RJ;Psicologia;;Pós-Graduação;Casado;Espírita;Sim;5,03;17,17;16,16;8,08;13,07;3,77;4,8;5,78
14759;UMA QUEDA DE UMA ESCADA;Acima;Semanas;Masculino;RJ;RJ;ADMINISTRADOR;GESTÃO DE PESSOAS;Pós-Graduação;Casado;Espírita;Não;2,01;3,79;1,01;7,07;3,02;2,01;3,03;5,78
14760;SÍNDROME DE PÃNICO;31 - 49 anos;Mais de um ano;Masculino;RJ;RJ;administrador;GESTOR E TERAPEUTA;Superior Completo;Divorciado;Católico;Sim;7,04;14,14;17,17;19,19;16,08;15,08;17,17;19,1
14761;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;MG;RJ;Adm de Empresas;Empresário;Pós-Graduação;Casado;Católico;Não;8,04;11,11;15,15;18,18;8,79;16,08;15,15;12,06
14762;Abandono familiar;13 - 17 anos;Mais de um ano;Feminino;RJ;RJ;Psicologia;gerente de RSC, SQMS e R&S;Pós-Graduação;Solteiro;Outro;Sim;2,01;3,79;4,8;0,76;3,02;8,04;6,82;9,8
14763;Acidente;31 - 49 anos;Semanas;Masculino;RJ;RJ;ENGENHEIRO;CONSULTOR;Pós-Graduação;Divorciado;Outro;Sim;8,04;12,12;19,19;3,79;8,79;18,09;11,87;18,09
15875;Divórcio;7 - 12 anos;Mais de um ano;Feminino;SP;SP;adm;gerenciamento de documentos;Pós-Graduação;Divorciado;Evangélico;Não;7,79;-4,04;1,01;7,07;1,01;-3,02;1,77;1,76
15876;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;SP;;;Ensino Médio;Solteiro;Evangélico;Não;12,06;2,02;9,09;0;6,03;6,03;6,06;13,07
15877;Outras doenças;Acima;Meses;Feminino;SP;SP;Física e Engenharia;Consultoria de Empresas;Pós-Graduação;Divorciado;Católico;Sim;14,07;15,15;19,19;6,06;12,81;14,07;17,17;20,1
15878;Acidente;31 - 49 anos;;Feminino;SP;SP;;;Ensino Médio;Casado;Evangélico;Não;-1,26;-1,26;-2,27;6,06;-7,04;10,05;-12,12;0
15879;Depressão;31 - 49 anos;Um ano;Feminino;SP;SP;Administração;;Pós-Graduação;Casado;Espírita;Sim;5,78;4,8;3,79;2,02;2,76;0;4,8;8,79
15880;Câncer;31 - 49 anos;Alguns dias;Feminino;SP;SP;Professora de Educação Física;Professora;Superior Completo;Casado;Espírita;Não;4,77;8,84;0;-2,02;-2,01;4,77;11,11;10,8
15881;Câncer;31 - 49 anos;Um ano;Feminino;SP;SP;Direito;Analista Judiciário no TRT - afastada;Pós-Graduação;Casado;Católico;Sim;-4,02;-3,28;3,79;4,04;5,78;7,04;-4,04;1,76
15882;Divórcio;7 - 12 anos;Mais de um ano;Feminino;SP;SP;adm;gestão de documentos e ofícios;Pós-Graduação;Divorciado;Evangélico;Não;4,77;5,81;6,82;8,08;3,77;0;6,82;4,77
15883;Acidente;31 - 49 anos;Meses;Feminino;SP;AC;Assistente Social e Coach;SEHAB - Secretaria da Habitação;Pós-Graduação;Casado;Evangélico;Não;6,03;11,11;-4,29;5,05;0,75;-0,25;9,09;15,08
15884;Divórcio;13 - 17 anos;Semanas;Masculino;SP;SP;;;Ensino Médio;Solteiro;Evangélico;Não;0,75;5,05;3,79;-2,02;9,05;5,78;1,01;5,78
15885;Trabalho hostil;31 - 49 anos;Um ano;Feminino;SP;SP;;;Pós-Graduação;Solteiro;Espírita;Sim;15,08;5,81;5,81;4,04;2,76;2,76;18,18;19,1
